week,district_id,school_id,grade,subject,student_count,proficiency_rate,growth_rate,chronic_absence_rate,assignment_completion_rate
2026-W10,DST004,SCH023,5,Science,75,0.573,0.549,0.217,0.68
2026-W11,DST004,SCH023,3,ELA,83,0.635,0.575,0.168,0.669
2026-W11,DST004,SCH023,3,Math,74,0.704,0.435,0.242,0.697
2026-W11,DST004,SCH023,3,Science,58,0.618,0.665,0.24,0.586
2026-W11,DST004,SCH023,4,ELA,82,0.684,0.5,0.191,0.755
2026-W11,DST004,SCH023,4,Math,82,0.551,0.745,0.201,0.727
2026-W11,DST004,SCH023,4,Science,54,0.6,0.624,0.244,0.807
2026-W11,DST004,SCH023,5,ELA,60,0.578,0.489,0.256,0.635
2026-W11,DST004,SCH023,5,Math,70,0.686,0.542,0.205,0.554
2026-W11,DST004,SCH023,5,Science,70,0.699,0.61,0.234,0.515
2026-W12,DST004,SCH023,3,ELA,83,0.761,0.484,0.22,0.59
2026-W12,DST004,SCH023,3,Math,83,0.527,0.588,0.192,0.634
2026-W12,DST004,SCH023,3,Science,71,0.579,0.543,0.258,0.624
2026-W12,DST004,SCH023,4,ELA,79,0.64,0.736,0.173,0.657
2026-W12,DST004,SCH023,4,Math,85,0.621,0.591,0.204,0.567
2026-W12,DST004,SCH023,4,Science,51,0.544,0.558,0.205,0.737
2026-W12,DST004,SCH023,5,ELA,52,0.628,0.616,0.216,0.618
2026-W12,DST004,SCH023,5,Math,53,0.63,0.518,0.19,0.565
2026-W12,DST004,SCH023,5,Science,52,0.605,0.601,0.239,0.665
2026-W13,DST004,SCH023,3,ELA,34,0.634,0.627,0.26,0.729
2026-W13,DST004,SCH023,3,Math,60,0.567,0.819,0.197,0.571
2026-W13,DST004,SCH023,3,Science,36,0.663,0.474,0.293,0.515
2026-W13,DST004,SCH023,4,ELA,94,0.64,0.496,0.242,0.617
2026-W13,DST004,SCH023,4,Math,65,0.55,0.575,0.153,0.558
2026-W13,DST004,SCH023,4,Science,64,0.615,0.524,0.284,0.614
2026-W13,DST004,SCH023,5,ELA,74,0.723,0.548,0.224,0.622
2026-W13,DST004,SCH023,5,Math,52,0.633,0.524,0.271,0.704
2026-W13,DST004,SCH023,5,Science,75,0.605,0.692,0.255,0.615
2026-W14,DST004,SCH023,3,ELA,60,0.653,0.614,0.192,0.67
2026-W14,DST004,SCH023,3,Math,54,0.608,0.521,0.255,0.597
2026-W14,DST004,SCH023,3,Science,78,0.633,0.649,0.159,0.76
2026-W14,DST004,SCH023,4,ELA,71,0.688,0.608,0.241,0.769
2026-W14,DST004,SCH023,4,Math,74,0.698,0.571,0.236,0.565
2026-W14,DST004,SCH023,4,Science,74,0.607,0.724,0.233,0.625
2026-W14,DST004,SCH023,5,ELA,50,0.655,0.749,0.196,0.711
2026-W14,DST004,SCH023,5,Math,85,0.522,0.539,0.215,0.639
2026-W14,DST004,SCH023,5,Science,58,0.53,0.618,0.255,0.789
2026-W15,DST004,SCH023,3,ELA,73,0.763,0.616,0.217,0.632
2026-W15,DST004,SCH023,3,Math,67,0.567,0.58,0.164,0.735
2026-W15,DST004,SCH023,3,Science,69,0.613,0.582,0.197,0.651
2026-W15,DST004,SCH023,4,ELA,88,0.655,0.821,0.25,0.611
2026-W15,DST004,SCH023,4,Math,60,0.599,0.707,0.142,0.62
2026-W15,DST004,SCH023,4,Science,79,0.569,0.574,0.243,0.606
2026-W15,DST004,SCH023,5,ELA,61,0.711,0.617,0.137,0.645
2026-W15,DST004,SCH023,5,Math,82,0.686,0.661,0.196,0.649
2026-W15,DST004,SCH023,5,Science,56,0.65,0.676,0.177,0.619
2026-W16,DST004,SCH023,3,ELA,44,0.705,0.649,0.205,0.652
2026-W16,DST004,SCH023,3,Math,64,0.747,0.69,0.153,0.601
2026-W16,DST004,SCH023,3,Science,51,0.673,0.614,0.168,0.706
2026-W16,DST004,SCH023,4,ELA,83,0.615,0.751,0.286,0.639
2026-W16,DST004,SCH023,4,Math,83,0.659,0.53,0.147,0.695
2026-W16,DST004,SCH023,4,Science,65,0.703,0.749,0.202,0.731
2026-W16,DST004,SCH023,5,ELA,66,0.688,0.46,0.211,0.797
2026-W16,DST004,SCH023,5,Math,47,0.586,0.613,0.267,0.564
2026-W16,DST004,SCH023,5,Science,96,0.608,0.587,0.254,0.629
2026-W04,DST004,SCH024,3,ELA,81,0.612,0.443,0.13,0.651
2026-W04,DST004,SCH024,3,Math,101,0.589,0.646,0.184,0.626
2026-W04,DST004,SCH024,3,Science,79,0.643,0.497,0.199,0.788
2026-W04,DST004,SCH024,4,ELA,67,0.62,0.637,0.273,0.644
2026-W04,DST004,SCH024,4,Math,86,0.537,0.68,0.196,0.634
2026-W04,DST004,SCH024,4,Science,83,0.75,0.672,0.153,0.714
2026-W04,DST004,SCH024,5,ELA,80,0.594,0.564,0.148,0.735
2026-W04,DST004,SCH024,5,Math,85,0.561,0.636,0.356,0.52
2026-W04,DST004,SCH024,5,Science,80,0.693,0.633,0.178,0.797
2026-W05,DST004,SCH024,3,ELA,101,0.565,0.568,0.228,0.613
2026-W05,DST004,SCH024,3,Math,59,0.598,0.599,0.272,0.539
2026-W05,DST004,SCH024,3,Science,68,0.749,0.556,0.206,0.612
2026-W05,DST004,SCH024,4,ELA,86,0.602,0.515,0.17,0.639
2026-W05,DST004,SCH024,4,Math,80,0.551,0.649,0.23,0.642
2026-W05,DST004,SCH024,4,Science,69,0.617,0.501,0.204,0.752
2026-W05,DST004,SCH024,5,ELA,83,0.691,0.519,0.151,0.672
2026-W05,DST004,SCH024,5,Math,98,0.635,0.416,0.222,0.563
2026-W05,DST004,SCH024,5,Science,101,0.665,0.685,0.187,0.622
2026-W06,DST004,SCH024,3,ELA,40,0.575,0.433,0.24,0.478
2026-W06,DST004,SCH024,3,Math,80,0.609,0.445,0.236,0.699
2026-W06,DST004,SCH024,3,Science,76,0.635,0.651,0.204,0.754
2026-W06,DST004,SCH024,4,ELA,80,0.697,0.732,0.247,0.706
2026-W06,DST004,SCH024,4,Math,46,0.572,0.442,0.239,0.566
2026-W06,DST004,SCH024,4,Science,89,0.591,0.463,0.195,0.677
2026-W06,DST004,SCH024,5,ELA,76,0.688,0.542,0.283,0.627
2026-W06,DST004,SCH024,5,Math,52,0.608,0.624,0.16,0.705
2026-W06,DST004,SCH024,5,Science,75,0.637,0.522,0.195,0.653
2026-W07,DST004,SCH024,3,ELA,87,0.643,0.631,0.12,0.811
2026-W07,DST004,SCH024,3,Math,53,0.609,0.451,0.234,0.551
2026-W07,DST004,SCH024,3,Science,76,0.662,0.512,0.299,0.657
2026-W07,DST004,SCH024,4,ELA,66,0.673,0.571,0.254,0.691
2026-W07,DST004,SCH024,4,Math,93,0.468,0.586,0.295,0.556
2026-W07,DST004,SCH024,4,Science,92,0.645,0.448,0.271,0.679
2026-W07,DST004,SCH024,5,ELA,56,0.64,0.571,0.204,0.679
2026-W07,DST004,SCH024,5,Math,104,0.569,0.529,0.217,0.656
2026-W07,DST004,SCH024,5,Science,92,0.651,0.59,0.184,0.745
2026-W08,DST004,SCH024,3,ELA,101,0.634,0.712,0.202,0.809
2026-W08,DST004,SCH024,3,Math,95,0.54,0.507,0.204,0.666
2026-W08,DST004,SCH024,3,Science,85,0.68,0.808,0.151,0.599
2026-W08,DST004,SCH024,4,ELA,102,0.568,0.533,0.187,0.626
2026-W08,DST004,SCH024,4,Math,99,0.673,0.576,0.265,0.63
2026-W08,DST004,SCH024,4,Science,75,0.692,0.567,0.277,0.661
2026-W08,DST004,SCH024,5,ELA,70,0.655,0.631,0.24,0.645
2026-W08,DST004,SCH024,5,Math,109,0.602,0.475,0.216,0.611
2026-W08,DST004,SCH024,5,Science,82,0.609,0.465,0.167,0.662
2026-W09,DST004,SCH024,3,ELA,102,0.59,0.64,0.127,0.678
2026-W09,DST004,SCH024,3,Math,83,0.556,0.469,0.234,0.632
2026-W09,DST004,SCH024,3,Science,82,0.623,0.609,0.232,0.718
2026-W09,DST004,SCH024,4,ELA,120,0.635,0.452,0.23,0.645
2026-W09,DST004,SCH024,4,Math,62,0.538,0.538,0.223,0.649
2026-W09,DST004,SCH024,4,Science,63,0.63,0.655,0.213,0.726
2026-W09,DST004,SCH024,5,ELA,100,0.675,0.671,0.242,0.72
2026-W09,DST004,SCH024,5,Math,81,0.548,0.581,0.224,0.677
2026-W09,DST004,SCH024,5,Science,71,0.528,0.67,0.214,0.679
2026-W10,DST004,SCH024,3,ELA,79,0.729,0.671,0.163,0.631
2026-W10,DST004,SCH024,3,Math,69,0.573,0.388,0.238,0.547
2026-W10,DST004,SCH024,3,Science,82,0.63,0.71,0.197,0.73
2026-W10,DST004,SCH024,4,ELA,100,0.714,0.544,0.235,0.69
2026-W10,DST004,SCH024,4,Math,96,0.588,0.626,0.216,0.749
2026-W10,DST004,SCH024,4,Science,70,0.753,0.757,0.278,0.545
2026-W10,DST004,SCH024,5,ELA,83,0.696,0.63,0.192,0.8
2026-W10,DST004,SCH024,5,Math,39,0.573,0.701,0.203,0.678
2026-W10,DST004,SCH024,5,Science,86,0.55,0.682,0.217,0.698
2026-W11,DST004,SCH024,3,ELA,87,0.701,0.481,0.258,0.574
2026-W11,DST004,SCH024,3,Math,114,0.551,0.673,0.203,0.575
2026-W11,DST004,SCH024,3,Science,82,0.661,0.648,0.216,0.667
2026-W11,DST004,SCH024,4,ELA,110,0.571,0.684,0.204,0.701
2026-W11,DST004,SCH024,4,Math,94,0.682,0.557,0.221,0.613
2026-W11,DST004,SCH024,4,Science,74,0.633,0.532,0.282,0.6
2026-W11,DST004,SCH024,5,ELA,81,0.656,0.686,0.23,0.675
2026-W11,DST004,SCH024,5,Math,111,0.605,0.547,0.188,0.552
2026-W11,DST004,SCH024,5,Science,94,0.642,0.649,0.301,0.676
2026-W12,DST004,SCH024,3,ELA,79,0.683,0.667,0.322,0.557
2026-W12,DST004,SCH024,3,Math,106,0.546,0.676,0.255,0.575
2026-W12,DST004,SCH024,3,Science,89,0.614,0.595,0.288,0.67
2026-W12,DST004,SCH024,4,ELA,58,0.625,0.754,0.212,0.768
2026-W12,DST004,SCH024,4,Math,83,0.698,0.543,0.291,0.592
2026-W12,DST004,SCH024,4,Science,71,0.55,0.592,0.155,0.755
2026-W12,DST004,SCH024,5,ELA,70,0.62,0.571,0.282,0.779
2026-W12,DST004,SCH024,5,Math,68,0.591,0.69,0.218,0.573
2026-W12,DST004,SCH024,5,Science,71,0.621,0.555,0.356,0.545
2026-W13,DST004,SCH024,3,ELA,75,0.726,0.544,0.206,0.674
2026-W13,DST004,SCH024,3,Math,79,0.681,0.548,0.175,0.554
2026-W13,DST004,SCH024,3,Science,111,0.608,0.708,0.305,0.775
2026-W13,DST004,SCH024,4,ELA,75,0.68,0.495,0.274,0.496
2026-W13,DST004,SCH024,4,Math,80,0.669,0.732,0.217,0.675
2026-W13,DST004,SCH024,4,Science,58,0.721,0.582,0.213,0.518
2026-W13,DST004,SCH024,5,ELA,71,0.651,0.668,0.281,0.719
2026-W13,DST004,SCH024,5,Math,105,0.683,0.63,0.167,0.724
2026-W13,DST004,SCH024,5,Science,80,0.532,0.553,0.171,0.578
2026-W14,DST004,SCH024,3,ELA,85,0.696,0.679,0.18,0.705
2026-W14,DST004,SCH024,3,Math,72,0.595,0.68,0.253,0.699
2026-W14,DST004,SCH024,3,Science,83,0.6,0.712,0.225,0.75
2026-W14,DST004,SCH024,4,ELA,86,0.689,0.651,0.225,0.661
2026-W14,DST004,SCH024,4,Math,38,0.628,0.757,0.209,0.646
2026-W14,DST004,SCH024,4,Science,71,0.646,0.609,0.246,0.512
2026-W14,DST004,SCH024,5,ELA,102,0.657,0.573,0.236,0.723
2026-W14,DST004,SCH024,5,Math,73,0.554,0.604,0.193,0.691
2026-W14,DST004,SCH024,5,Science,76,0.663,0.547,0.202,0.795
2026-W15,DST004,SCH024,3,ELA,70,0.574,0.658,0.178,0.827
2026-W15,DST004,SCH024,3,Math,84,0.702,0.62,0.271,0.708
2026-W15,DST004,SCH024,3,Science,66,0.636,0.689,0.171,0.626
2026-W15,DST004,SCH024,4,ELA,51,0.586,0.649,0.173,0.696
2026-W15,DST004,SCH024,4,Math,92,0.613,0.628,0.148,0.648
2026-W15,DST004,SCH024,4,Science,80,0.747,0.553,0.233,0.623
2026-W15,DST004,SCH024,5,ELA,55,0.552,0.619,0.22,0.569
2026-W15,DST004,SCH024,5,Math,82,0.68,0.592,0.196,0.578
2026-W15,DST004,SCH024,5,Science,72,0.598,0.732,0.225,0.712
2026-W16,DST004,SCH024,3,ELA,75,0.68,0.557,0.286,0.619
2026-W16,DST004,SCH024,3,Math,96,0.666,0.541,0.286,0.584
2026-W16,DST004,SCH024,3,Science,78,0.661,0.86,0.27,0.52
2026-W16,DST004,SCH024,4,ELA,80,0.786,0.654,0.145,0.567
2026-W16,DST004,SCH024,4,Math,74,0.754,0.621,0.285,0.65
2026-W16,DST004,SCH024,4,Science,65,0.565,0.547,0.216,0.71
2026-W16,DST004,SCH024,5,ELA,91,0.695,0.583,0.225,0.669
2026-W16,DST004,SCH024,5,Math,71,0.735,0.721,0.302,0.587
2026-W16,DST004,SCH024,5,Science,101,0.686,0.405,0.202,0.715
2026-W04,DST004,SCH025,3,ELA,44,0.651,0.391,0.133,0.67
2026-W04,DST004,SCH025,3,Math,75,0.605,0.585,0.277,0.591
2026-W04,DST004,SCH025,3,Science,101,0.62,0.545,0.189,0.549
2026-W04,DST004,SCH025,4,ELA,48,0.639,0.438,0.233,0.643
2026-W04,DST004,SCH025,4,Math,60,0.601,0.519,0.174,0.564
2026-W04,DST004,SCH025,4,Science,79,0.52,0.546,0.271,0.567
2026-W04,DST004,SCH025,5,ELA,84,0.557,0.535,0.261,0.67
2026-W04,DST004,SCH025,5,Math,69,0.558,0.509,0.241,0.645
2026-W04,DST004,SCH025,5,Science,95,0.54,0.563,0.238,0.509
2026-W05,DST004,SCH025,3,ELA,55,0.516,0.645,0.272,0.73
2026-W05,DST004,SCH025,3,Math,67,0.522,0.46,0.224,0.563
2026-W05,DST004,SCH025,3,Science,77,0.655,0.584,0.224,0.71
2026-W05,DST004,SCH025,4,ELA,69,0.571,0.425,0.21,0.679
2026-W05,DST004,SCH025,4,Math,90,0.636,0.4,0.148,0.664
2026-W05,DST004,SCH025,4,Science,81,0.679,0.517,0.252,0.665
2026-W05,DST004,SCH025,5,ELA,55,0.611,0.5,0.334,0.536
2026-W05,DST004,SCH025,5,Math,61,0.657,0.463,0.228,0.524
2026-W05,DST004,SCH025,5,Science,81,0.624,0.544,0.325,0.639
2026-W06,DST004,SCH025,3,ELA,83,0.698,0.388,0.217,0.628
2026-W06,DST004,SCH025,3,Math,82,0.495,0.532,0.2,0.676
2026-W06,DST004,SCH025,3,Science,70,0.675,0.539,0.237,0.836
2026-W06,DST004,SCH025,4,ELA,99,0.638,0.36,0.208,0.803
2026-W06,DST004,SCH025,4,Math,78,0.618,0.51,0.287,0.566
2026-W06,DST004,SCH025,4,Science,68,0.672,0.658,0.221,0.521
2026-W06,DST004,SCH025,5,ELA,96,0.615,0.703,0.204,0.645
2026-W06,DST004,SCH025,5,Math,79,0.493,0.64,0.19,0.644
2026-W06,DST004,SCH025,5,Science,62,0.594,0.644,0.151,0.664
2026-W07,DST004,SCH025,3,ELA,46,0.676,0.554,0.218,0.753
2026-W07,DST004,SCH025,3,Math,69,0.601,0.618,0.229,0.606
2026-W07,DST004,SCH025,3,Science,84,0.575,0.526,0.198,0.592
2026-W07,DST004,SCH025,4,ELA,54,0.746,0.481,0.124,0.725
2026-W07,DST004,SCH025,4,Math,35,0.61,0.508,0.188,0.696
2026-W07,DST004,SCH025,4,Science,60,0.677,0.599,0.216,0.669
2026-W07,DST004,SCH025,5,ELA,47,0.637,0.626,0.231,0.615
2026-W07,DST004,SCH025,5,Math,70,0.606,0.438,0.277,0.695
2026-W07,DST004,SCH025,5,Science,87,0.636,0.669,0.271,0.681
2026-W08,DST004,SCH025,3,ELA,72,0.699,0.544,0.165,0.686
2026-W08,DST004,SCH025,3,Math,75,0.664,0.565,0.297,0.568
2026-W08,DST004,SCH025,3,Science,82,0.654,0.617,0.198,0.617
2026-W08,DST004,SCH025,4,ELA,80,0.646,0.664,0.186,0.694
2026-W08,DST004,SCH025,4,Math,66,0.612,0.556,0.174,0.569
2026-W08,DST004,SCH025,4,Science,75,0.713,0.457,0.136,0.575
2026-W08,DST004,SCH025,5,ELA,87,0.623,0.406,0.257,0.649
2026-W08,DST004,SCH025,5,Math,67,0.564,0.621,0.202,0.671
2026-W08,DST004,SCH025,5,Science,36,0.611,0.699,0.243,0.643
2026-W09,DST004,SCH025,3,ELA,67,0.707,0.452,0.278,0.61
2026-W09,DST004,SCH025,3,Math,54,0.533,0.386,0.199,0.616
2026-W09,DST004,SCH025,3,Science,80,0.599,0.653,0.29,0.582
2026-W09,DST004,SCH025,4,ELA,71,0.602,0.514,0.24,0.619
2026-W09,DST004,SCH025,4,Math,88,0.535,0.676,0.183,0.618
2026-W09,DST004,SCH025,4,Science,82,0.668,0.497,0.076,0.612
2026-W09,DST004,SCH025,5,ELA,48,0.636,0.615,0.214,0.712
2026-W09,DST004,SCH025,5,Math,51,0.532,0.641,0.269,0.581
2026-W09,DST004,SCH025,5,Science,72,0.662,0.47,0.211,0.719
2026-W10,DST004,SCH025,3,ELA,65,0.582,0.629,0.302,0.698
2026-W10,DST004,SCH025,3,Math,67,0.507,0.641,0.149,0.514
2026-W10,DST004,SCH025,3,Science,61,0.679,0.603,0.243,0.585
2026-W10,DST004,SCH025,4,ELA,66,0.635,0.534,0.204,0.754
2026-W10,DST004,SCH025,4,Math,111,0.639,0.527,0.229,0.663
2026-W10,DST004,SCH025,4,Science,53,0.592,0.438,0.256,0.488
2026-W10,DST004,SCH025,5,ELA,62,0.663,0.564,0.271,0.669
2026-W10,DST004,SCH025,5,Math,84,0.581,0.631,0.252,0.585
2026-W10,DST004,SCH025,5,Science,71,0.63,0.592,0.254,0.683
2026-W11,DST004,SCH025,3,ELA,59,0.581,0.692,0.281,0.564
2026-W11,DST004,SCH025,3,Math,73,0.639,0.545,0.271,0.577
2026-W11,DST004,SCH025,3,Science,79,0.668,0.731,0.191,0.64
2026-W11,DST004,SCH025,4,ELA,63,0.74,0.579,0.18,0.686
2026-W11,DST004,SCH025,4,Math,55,0.566,0.604,0.253,0.529
2026-W11,DST004,SCH025,4,Science,58,0.71,0.714,0.156,0.574
2026-W11,DST004,SCH025,5,ELA,62,0.677,0.613,0.27,0.728
2026-W11,DST004,SCH025,5,Math,87,0.574,0.634,0.28,0.557
2026-W11,DST004,SCH025,5,Science,64,0.705,0.554,0.128,0.654
2026-W12,DST004,SCH025,3,ELA,103,0.753,0.716,0.211,0.613
2026-W12,DST004,SCH025,3,Math,55,0.666,0.46,0.154,0.571
2026-W12,DST004,SCH025,3,Science,63,0.66,0.69,0.153,0.621
2026-W12,DST004,SCH025,4,ELA,74,0.661,0.612,0.209,0.734
2026-W12,DST004,SCH025,4,Math,73,0.621,0.636,0.172,0.667
2026-W12,DST004,SCH025,4,Science,92,0.652,0.585,0.274,0.649
2026-W12,DST004,SCH025,5,ELA,54,0.786,0.675,0.196,0.78
2026-W12,DST004,SCH025,5,Math,87,0.68,0.686,0.232,0.614
2026-W12,DST004,SCH025,5,Science,61,0.597,0.569,0.259,0.651
2026-W13,DST004,SCH025,3,ELA,83,0.726,0.493,0.273,0.687
2026-W13,DST004,SCH025,3,Math,74,0.597,0.597,0.245,0.599
2026-W13,DST004,SCH025,3,Science,70,0.566,0.525,0.11,0.622
2026-W13,DST004,SCH025,4,ELA,76,0.674,0.418,0.265,0.618
2026-W13,DST004,SCH025,4,Math,82,0.57,0.657,0.246,0.61
2026-W13,DST004,SCH025,4,Science,45,0.644,0.522,0.269,0.654
2026-W13,DST004,SCH025,5,ELA,41,0.708,0.638,0.196,0.542
2026-W13,DST004,SCH025,5,Math,63,0.663,0.63,0.242,0.488
2026-W13,DST004,SCH025,5,Science,57,0.604,0.491,0.272,0.767
2026-W14,DST004,SCH025,3,ELA,82,0.649,0.641,0.297,0.604
2026-W14,DST004,SCH025,3,Math,54,0.598,0.628,0.168,0.802
2026-W14,DST004,SCH025,3,Science,91,0.571,0.568,0.275,0.623
2026-W14,DST004,SCH025,4,ELA,74,0.748,0.688,0.227,0.599
2026-W14,DST004,SCH025,4,Math,36,0.65,0.506,0.255,0.685
2026-W14,DST004,SCH025,4,Science,63,0.584,0.595,0.205,0.578
2026-W14,DST004,SCH025,5,ELA,81,0.588,0.563,0.195,0.756
2026-W14,DST004,SCH025,5,Math,69,0.668,0.633,0.315,0.461
2026-W14,DST004,SCH025,5,Science,69,0.578,0.553,0.196,0.747
2026-W15,DST004,SCH025,3,ELA,70,0.659,0.603,0.212,0.689
2026-W15,DST004,SCH025,3,Math,41,0.569,0.507,0.189,0.499
2026-W15,DST004,SCH025,3,Science,78,0.526,0.489,0.196,0.517
2026-W15,DST004,SCH025,4,ELA,70,0.649,0.688,0.177,0.748
2026-W15,DST004,SCH025,4,Math,70,0.623,0.599,0.143,0.69
2026-W15,DST004,SCH025,4,Science,77,0.812,0.601,0.173,0.621
2026-W15,DST004,SCH025,5,ELA,63,0.614,0.676,0.17,0.685
2026-W15,DST004,SCH025,5,Math,60,0.711,0.729,0.149,0.721
2026-W15,DST004,SCH025,5,Science,93,0.646,0.635,0.245,0.607
2026-W16,DST004,SCH025,3,ELA,87,0.681,0.529,0.186,0.59
2026-W16,DST004,SCH025,3,Math,65,0.545,0.601,0.279,0.604
2026-W16,DST004,SCH025,3,Science,75,0.541,0.535,0.204,0.603
2026-W16,DST004,SCH025,4,ELA,68,0.703,0.726,0.179,0.719
2026-W16,DST004,SCH025,4,Math,64,0.65,0.6,0.221,0.583
2026-W16,DST004,SCH025,4,Science,67,0.643,0.571,0.287,0.594
2026-W16,DST004,SCH025,5,ELA,66,0.746,0.532,0.31,0.652
2026-W16,DST004,SCH025,5,Math,88,0.605,0.617,0.242,0.55
2026-W16,DST004,SCH025,5,Science,51,0.684,0.691,0.119,0.715
2026-W04,DST004,SCH026,6,ELA,94,0.605,0.74,0.294,0.701
2026-W04,DST004,SCH026,6,Math,101,0.634,0.499,0.303,0.701
2026-W04,DST004,SCH026,6,Science,112,0.65,0.59,0.296,0.673
2026-W04,DST004,SCH026,7,ELA,87,0.667,0.5,0.246,0.738
2026-W04,DST004,SCH026,7,Math,96,0.52,0.536,0.247,0.572
2026-W04,DST004,SCH026,7,Science,93,0.625,0.57,0.259,0.621
2026-W04,DST004,SCH026,8,ELA,81,0.678,0.602,0.304,0.741
2026-W04,DST004,SCH026,8,Math,111,0.523,0.584,0.226,0.602
2026-W04,DST004,SCH026,8,Science,105,0.57,0.513,0.17,0.642
2026-W05,DST004,SCH026,6,ELA,101,0.68,0.498,0.259,0.629
2026-W05,DST004,SCH026,6,Math,60,0.488,0.53,0.27,0.523
2026-W05,DST004,SCH026,6,Science,42,0.637,0.411,0.207,0.708
2026-W05,DST004,SCH026,7,ELA,49,0.612,0.559,0.253,0.682
2026-W05,DST004,SCH026,7,Math,69,0.627,0.534,0.376,0.599
2026-W05,DST004,SCH026,7,Science,72,0.652,0.639,0.255,0.553
2026-W05,DST004,SCH026,8,ELA,101,0.627,0.62,0.259,0.602
2026-W05,DST004,SCH026,8,Math,84,0.486,0.526,0.312,0.517
2026-W05,DST004,SCH026,8,Science,78,0.565,0.725,0.354,0.7
2026-W06,DST004,SCH026,6,ELA,95,0.617,0.529,0.328,0.508
2026-W06,DST004,SCH026,6,Math,102,0.578,0.539,0.341,0.501
2026-W06,DST004,SCH026,6,Science,125,0.539,0.526,0.222,0.706
2026-W06,DST004,SCH026,7,ELA,88,0.531,0.478,0.268,0.796
2026-W06,DST004,SCH026,7,Math,97,0.502,0.429,0.246,0.678
2026-W06,DST004,SCH026,7,Science,90,0.591,0.516,0.258,0.675
2026-W06,DST004,SCH026,8,ELA,111,0.701,0.675,0.298,0.531
2026-W06,DST004,SCH026,8,Math,59,0.58,0.695,0.239,0.525
2026-W06,DST004,SCH026,8,Science,82,0.572,0.515,0.227,0.734
2026-W07,DST004,SCH026,6,ELA,75,0.639,0.594,0.309,0.586
2026-W07,DST004,SCH026,6,Math,92,0.592,0.521,0.275,0.618
2026-W07,DST004,SCH026,6,Science,98,0.61,0.734,0.25,0.715
2026-W07,DST004,SCH026,7,ELA,84,0.696,0.678,0.249,0.608
2026-W07,DST004,SCH026,7,Math,115,0.569,0.48,0.247,0.626
2026-W07,DST004,SCH026,7,Science,101,0.568,0.592,0.297,0.603
2026-W07,DST004,SCH026,8,ELA,96,0.513,0.396,0.257,0.773
2026-W07,DST004,SCH026,8,Math,83,0.609,0.779,0.244,0.676
2026-W07,DST004,SCH026,8,Science,85,0.654,0.575,0.259,0.705
2026-W08,DST004,SCH026,6,ELA,110,0.563,0.686,0.2,0.615
2026-W08,DST004,SCH026,6,Math,84,0.534,0.439,0.209,0.592
2026-W08,DST004,SCH026,6,Science,101,0.537,0.739,0.223,0.607
2026-W08,DST004,SCH026,7,ELA,81,0.587,0.524,0.245,0.663
2026-W08,DST004,SCH026,7,Math,94,0.564,0.664,0.269,0.547
2026-W08,DST004,SCH026,7,Science,89,0.467,0.518,0.217,0.628
2026-W08,DST004,SCH026,8,ELA,82,0.62,0.607,0.215,0.784
2026-W08,DST004,SCH026,8,Math,100,0.623,0.5,0.259,0.704
2026-W08,DST004,SCH026,8,Science,114,0.636,0.627,0.231,0.651
2026-W09,DST004,SCH026,6,ELA,83,0.659,0.728,0.286,0.612
2026-W09,DST004,SCH026,6,Math,61,0.525,0.63,0.331,0.541
2026-W09,DST004,SCH026,6,Science,106,0.726,0.474,0.268,0.578
2026-W09,DST004,SCH026,7,ELA,95,0.638,0.541,0.42,0.587
2026-W09,DST004,SCH026,7,Math,88,0.572,0.631,0.253,0.682
2026-W09,DST004,SCH026,7,Science,105,0.517,0.425,0.222,0.742
2026-W09,DST004,SCH026,8,ELA,105,0.598,0.535,0.28,0.551
2026-W09,DST004,SCH026,8,Math,95,0.513,0.695,0.239,0.58
2026-W09,DST004,SCH026,8,Science,71,0.629,0.67,0.178,0.732
2026-W10,DST004,SCH026,6,ELA,94,0.677,0.623,0.252,0.739
2026-W10,DST004,SCH026,6,Math,75,0.592,0.573,0.272,0.465
2026-W10,DST004,SCH026,6,Science,73,0.485,0.652,0.298,0.667
2026-W10,DST004,SCH026,7,ELA,87,0.701,0.559,0.267,0.601
2026-W10,DST004,SCH026,7,Math,88,0.586,0.694,0.31,0.488
2026-W10,DST004,SCH026,7,Science,92,0.597,0.478,0.265,0.643
2026-W10,DST004,SCH026,8,ELA,58,0.648,0.545,0.177,0.606
2026-W10,DST004,SCH026,8,Math,69,0.506,0.481,0.251,0.572
2026-W10,DST004,SCH026,8,Science,92,0.595,0.393,0.167,0.606
2026-W11,DST004,SCH026,6,ELA,94,0.611,0.623,0.271,0.664
2026-W11,DST004,SCH026,6,Math,87,0.459,0.547,0.267,0.588
2026-W11,DST004,SCH026,6,Science,84,0.605,0.574,0.268,0.597
2026-W11,DST004,SCH026,7,ELA,77,0.685,0.604,0.227,0.631
2026-W11,DST004,SCH026,7,Math,101,0.519,0.61,0.17,0.638
2026-W11,DST004,SCH026,7,Science,70,0.509,0.637,0.314,0.681
2026-W11,DST004,SCH026,8,ELA,106,0.599,0.486,0.284,0.624
2026-W11,DST004,SCH026,8,Math,77,0.572,0.489,0.299,0.506
2026-W11,DST004,SCH026,8,Science,91,0.674,0.838,0.292,0.586
2026-W12,DST004,SCH026,6,ELA,90,0.643,0.616,0.214,0.679
2026-W12,DST004,SCH026,6,Math,100,0.706,0.647,0.242,0.68
